ID,rep,week,oxy,Genus,Length,fraction of reads,project
40_LOW7,4,7,Low,Cupriavidus,111734,0.001402999822337311,1056094
28_LOW6,4,6,Low,Dechloromonas,162326,0.0013943592691314395,1056070
10_HOW4,4,4,High,Thiobacillus,53778,0.0013915502330467068,1056034
10_HOW4,4,4,High,Methylophilus,101934,0.0013884275094718128,1056034
64_LOW9,4,9,Low,Methylovorus,38426,0.0013817283797636169,1056142
70_HOW9,4,9,High,Methylocaldum,51607,0.001372165611986353,1056154
70_HOW9,4,9,High,Azovibrio,35326,0.001367363889794792,1056154
40_LOW7,4,7,Low,Nitrosococcus,20303,0.0013654229467182295,1056094
82_HOW10,4,10,High,Phaeospirillum,13271,0.0013646986667859846,1056178
88_LOW11,4,11,Low,Phaeospirillum,11560,0.0013586679485389115,1056190
28_LOW6,4,6,Low,Hylemonella,183259,0.0013575844567258106,1056070
58_HOW8,4,8,High,Pseudomonas,190374,0.0013539169337767726,1056130
88_LOW11,4,11,Low,Polaromonas,345009,0.0013508446428867333,1056190
16_LOW5,4,5,Low,Geothrix,251139,0.0013424636637401647,1056046
52_LOW8,4,8,Low,Ralstonia,78622,0.0013324369603535061,1056118
70_HOW9,4,9,High,Brevundimonas,798815,0.001328852117931865,1056154
88_LOW11,4,11,Low,Variovorax,357597,0.001322200256050018,1056190
40_LOW7,4,7,Low,Nitrosomonas,45959,0.0013189872739972402,1056094
22_HOW5,4,5,High,Bradyrhizobium,65218,0.0013187691461863087,1056058
76_LOW10,4,10,Low,Nitrobacter,16646,0.0013184566328253474,1056166
10_HOW4,4,4,High,Variovorax,148283,0.0013164971871259799,1056034
82_HOW10,4,10,High,Nitrobacter,15842,0.0013163828476064,1056178
28_LOW6,4,6,Low,Mycobacterium,78381,0.001315441892198863,1056070
16_LOW5,4,5,Low,Methylophilus,128295,0.0013148994838827583,1056046
16_LOW5,4,5,Low,Lysobacter,131098,0.0013107459773289026,1056046
64_LOW9,4,9,Low,Azoarcus,227861,0.0013059696305713461,1056142
70_HOW9,4,9,High,Variovorax,264294,0.001284803666399077,1056154
22_HOW5,4,5,High,Janthinobacterium,103978,0.0012777503448907802,1056058
52_LOW8,4,8,Low,Flavobacterium,390010,0.00127551889246907,1056118
64_LOW9,4,9,Low,Polaromonas,228176,0.00126575692621634,1056142
22_HOW5,4,5,High,Amphritea,4404,0.0012603246966077157,1056058
40_LOW7,4,7,Low,Azoarcus,229740,0.0012501612349747257,1056094
70_HOW9,4,9,High,Comamonas,135751,0.00124805579248407,1056154
22_HOW5,4,5,High,Thauera,51154,0.0012465212336419174,1056058
100_LOW12,4,12,Low,Burkholderia,170643,0.001242779129406907,1056214
16_LOW5,4,5,Low,Variovorax,118913,0.0012412691404280428,1056046
34_HOW6,4,6,High,Methylophilus,192729,0.0012364517588613225,1056082
64_LOW9,4,9,Low,Dechloromonas,208727,0.0012326931470800016,1056142
28_LOW6,4,6,Low,Methylophilus,110527,0.0012267026709591932,1056070
82_HOW10,4,10,High,Herbaspirillum,50712,0.0012201976593217859,1056178
112_LOW13,4,13,Low,Ralstonia,55780,0.0012174241874333177,1056238
76_LOW10,4,10,Low,Pelosinus,12692,0.0012028946968804964,1056166
82_HOW10,4,10,High,Mesorhizobium,19100,0.0011997601670199493,1056178
28_LOW6,4,6,Low,Nitrosomonas,77988,0.00118627321881139,1056070
28_LOW6,4,6,Low,Methyloferula,10244,0.0011814765041497863,1056070
4_LOW4,4,4,Low,Variovorax,108210,0.0011802937068063942,1056022
10_HOW4,4,4,High,Curvibacter,142093,0.0011798511106935515,1056034
112_LOW13,4,13,Low,Burkholderia,167416,0.0011793857386538575,1056238
16_LOW5,4,5,Low,Thauera,113700,0.001175694082411108,1056046
76_LOW10,4,10,Low,Gallionella,41266,0.0011747887242658098,1056166
28_LOW6,4,6,Low,Thauera,106530,0.0011662869077213743,1056070
76_LOW10,4,10,Low,Nitrosococcus,19349,0.0011572566005716974,1056166
10_HOW4,4,4,High,Burkholderia,154614,0.0011536848407384056,1056034
22_HOW5,4,5,High,Thiobacillus,50097,0.0011514633432887955,1056058
100_LOW12,4,12,Low,Cupriavidus,125961,0.0011485923940837777,1056214
58_HOW8,4,8,High,Methyloglobulus,104562,0.0011480478580049053,1056130
64_LOW9,4,9,Low,Methylobacillus,56042,0.0011468067538279517,1056142
124_LOW14,4,14,Low,Comamonas,384468,0.0011437890264076095,1056262
88_LOW11,4,11,Low,Runella,474004,0.001139984995269364,1056190
28_LOW6,4,6,Low,Ralstonia,62908,0.0011379634497195236,1056070
124_LOW14,4,14,Low,Methylovorus,17544,0.001132230829121467,1056262
76_LOW10,4,10,Low,Methylophilus,137098,0.0011284684441556837,1056166
88_LOW11,4,11,Low,Cupriavidus,122167,0.0011276032280560743,1056190
112_LOW13,4,13,Low,Azovibrio,16537,0.0011254050610228787,1056238
124_LOW14,4,14,Low,Polaromonas,491931,0.001123471314825994,1056262
94_HOW11,4,11,High,Chlorobium,6535,0.0011226097419723816,1056202
28_LOW6,4,6,Low,Azoarcus,123310,0.0011183197611053367,1056070
100_LOW12,4,12,Low,Methylophilus,108658,0.0011170168982877716,1056214
64_LOW9,4,9,Low,Vibrio,63250,0.0011164238216486136,1056142
4_LOW4,4,4,Low,Acinetobacter,71590,0.001115256770049494,1056022
52_LOW8,4,8,Low,Aeromonas,31076,0.001114347243855129,1056118
112_LOW13,4,13,Low,Nitrobacter,14491,0.00111426003781361,1056238
64_LOW9,4,9,Low,Aeromonas,18739,0.0011059983057047232,1056142
88_LOW11,4,11,Low,Burkholderia,191831,0.0011053037269057712,1056190
82_HOW10,4,10,High,Xanthomonas,19413,0.0011025828674585468,1056178
112_LOW13,4,13,Low,Nitrosomonas,28326,0.001098220895716793,1056238
124_LOW14,4,14,Low,Vibrio,35957,0.0010977743164571174,1056262
52_LOW8,4,8,Low,Janthinobacterium,226946,0.0010933348942507326,1056118
76_LOW10,4,10,Low,Hylemonella,356774,0.0010906754615621491,1056166
124_LOW14,4,14,Low,Burkholderia,206343,0.0010893782674851083,1056262
34_HOW6,4,6,High,Ralstonia,57514,0.0010857483312728803,1056082
124_LOW14,4,14,Low,Tolumonas,9256,0.0010856709211857795,1056262
76_LOW10,4,10,Low,Streptomyces,28649,0.0010833078765078137,1056166
70_HOW9,4,9,High,Janthinobacterium,294137,0.0010826413627013196,1056154
40_LOW7,4,7,Low,Methylocaldum,47620,0.0010784368603838975,1056094
76_LOW10,4,10,Low,Vibrio,50231,0.0010670036836560905,1056166
22_HOW5,4,5,High,Gallionella,45645,0.0010646287925748725,1056058
4_LOW4,4,4,Low,Azoarcus,101344,0.0010645786375116496,1056022
22_HOW5,4,5,High,Dechloromonas,86866,0.001063649823570206,1056058
52_LOW8,4,8,Low,Methylocaldum,40162,0.001059160963026,1056118
28_LOW6,4,6,Low,Variovorax,156846,0.001057561375391689,1056070
100_LOW12,4,12,Low,Vibrio,30062,0.001052516526533537,1056214
16_LOW5,4,5,Low,Limnohabitans,49811,0.0010480681537562678,1056046
64_LOW9,4,9,Low,Variovorax,173352,0.0010444381163217508,1056142
64_LOW9,4,9,Low,Nitrosomonas,44657,0.0010423530131329728,1056142
52_LOW8,4,8,Low,Herbaspirillum,105171,0.0010351468491924041,1056118
46_HOW7,4,7,High,Chitinimonas,61466,0.0010286223284977514,1056106
4_LOW4,4,4,Low,Thauera,107633,0.001026063256782888,1056022
58_HOW8,4,8,High,Azospirillum,28428,0.001022849223284206,1056130
52_LOW8,4,8,Low,Thiothrix,42508,0.0010209461953388835,1056118
52_LOW8,4,8,Low,Azospirillum,33093,0.001020599837927822,1056118
28_LOW6,4,6,Low,Arenimonas,144639,0.001016332470800285,1056070
112_LOW13,4,13,Low,Thauera,122849,0.0010157961805908548,1056238
52_LOW8,4,8,Low,Methanococcoides,4552,0.001013326332295531,1056118
16_LOW5,4,5,Low,Nitrosomonas,91895,0.0010006174879743398,1056046
4_LOW4,4,4,Low,Thiobacillus,75620,0.0010005552634055064,1056022
112_LOW13,4,13,Low,Tolumonas,11827,0.000999805495116687,1056238
106_HOW12,4,12,High,Gallionella,16669,0.0009974032479578786,1056226
28_LOW6,4,6,Low,Anaeromyxobacter,52327,0.0009966887821860981,1056070
34_HOW6,4,6,High,Thauera,54396,0.0009959139761087392,1056082
34_HOW6,4,6,High,Burkholderia,163979,0.00098811793727607,1056082
4_LOW4,4,4,Low,Lysobacter,106079,0.0009880546573795047,1056022
124_LOW14,4,14,Low,Cupriavidus,127895,0.0009877897095770314,1056262
52_LOW8,4,8,Low,Curvibacter,150076,0.0009821541652999981,1056118
16_LOW5,4,5,Low,Dechloromonas,112294,0.0009807310020498183,1056046
16_LOW5,4,5,Low,Myxococcus,55333,0.000980605138214853,1056046
52_LOW8,4,8,Low,Thauera,96834,0.0009799605683632753,1056118
76_LOW10,4,10,Low,Nitrosomonas,38238,0.0009785926630040674,1056166
64_LOW9,4,9,Low,Streptomyces,34553,0.0009739417704154439,1056142
28_LOW6,4,6,Low,Thioalkalivibrio,68806,0.0009675658717406467,1056070
22_HOW5,4,5,High,Rhodopirellula,27910,0.0009637949850942179,1056058
112_LOW13,4,13,Low,Polaromonas,363849,0.000960749457261598,1056238
124_LOW14,4,14,Low,Ralstonia,60489,0.0009559501472416198,1056262
106_HOW12,4,12,High,Rhodobacter,935400,0.0009546941057221383,1056226
4_LOW4,4,4,Low,Dechloromonas,97846,0.0009513974748437973,1056022
88_LOW11,4,11,Low,Ralstonia,57964,0.0009513632479703912,1056190
52_LOW8,4,8,Low,Azoarcus,149216,0.0009491347587788038,1056118
58_HOW8,4,8,High,Herbaspirillum,53271,0.0009490883295265862,1056130
4_LOW4,4,4,Low,Desulfobacter,19937,0.0009483567868915267,1056022
52_LOW8,4,8,Low,Variovorax,156906,0.000947633876664204,1056118
16_LOW5,4,5,Low,Streptomyces,63635,0.0009473770857840071,1056046
118_HOW13,4,13,High,Ralstonia,52229,0.0009455528221936924,1056250
112_LOW13,4,13,Low,Methylocaldum,16097,0.0009449525982780261,1056238
28_LOW6,4,6,Low,Bradyrhizobium,69829,0.0009419833935454266,1056070
52_LOW8,4,8,Low,Leptospira,43076,0.0009381667740951903,1056118
22_HOW5,4,5,High,Curvibacter,142747,0.0009371670281672878,1056058
52_LOW8,4,8,Low,Methylovorus,53161,0.0009359731771584677,1056118
118_HOW13,4,13,High,Flavobacterium,1594840,0.0009357751429233054,1056250
112_LOW13,4,13,Low,Cupriavidus,94625,0.0009352128171255783,1056238
76_LOW10,4,10,Low,Cupriavidus,81621,0.0009324088196542065,1056166
112_LOW13,4,13,Low,Corallococcus,6348,0.0009312878306910098,1056238
34_HOW6,4,6,High,Nitrosomonas,57028,0.0009277885906171074,1056082
124_LOW14,4,14,Low,Nitrosomonas,35938,0.000923674426518052,1056262
70_HOW9,4,9,High,Methanocella,496330,0.00092246962959711,1056154
52_LOW8,4,8,Low,Thioalkalivibrio,52838,0.000919809831308932,1056118
28_LOW6,4,6,Low,Curvibacter,126766,0.0009169719528099212,1056070
106_HOW12,4,12,High,Comamonas,459189,0.0009145909450465448,1056226
100_LOW12,4,12,Low,Ralstonia,37055,0.0009139081962700434,1056214
88_LOW11,4,11,Low,Agrobacterium,5332,0.0009105834972480137,1056190
28_LOW6,4,6,Low,Stigmatella,52456,0.0009090916358658578,1056070
100_LOW12,4,12,Low,Methylocaldum,21648,0.0009083487500016867,1056214
16_LOW5,4,5,Low,Curvibacter,85159,0.0009073523862650335,1056046
46_HOW7,4,7,High,Pseudomonas,151555,0.0009072987574042455,1056106
124_LOW14,4,14,Low,Variovorax,439568,0.00090651886325057,1056262
88_LOW11,4,11,Low,Vibrio,50116,0.000906025035686902,1056190
28_LOW6,4,6,Low,Azospirillum,37814,0.0009053227886317406,1056070
112_LOW13,4,13,Low,Leptospirillum,2300,0.0009048305147246593,1056238
64_LOW9,4,9,Low,Gallionella,62455,0.0009045376214175444,1056142
100_LOW12,4,12,Low,Myxococcus,9897,0.0009040847086890637,1056214
70_HOW9,4,9,High,Myxococcus,115604,0.000900567896743766,1056154
124_LOW14,4,14,Low,Propionivibrio,50738,0.000899758408234147,1056262
124_LOW14,4,14,Low,Nitrobacter,11817,0.0008995039825077225,1056262
28_LOW6,4,6,Low,Aeromonas,30808,0.0008863643449692113,1056070
58_HOW8,4,8,High,Azovibrio,41786,0.0008854850608500798,1056130
40_LOW7,4,7,Low,Thioalkalivibrio,45721,0.0008843221194915439,1056094
88_LOW11,4,11,Low,Janthinobacterium,195216,0.000884279942023761,1056190
40_LOW7,4,7,Low,Aeromonas,26191,0.0008797466968125366,1056094
64_LOW9,4,9,Low,Thauera,137654,0.0008749490142625029,1056142
100_LOW12,4,12,Low,Nitrosomonas,26379,0.0008704041798399905,1056214
64_LOW9,4,9,Low,Curvibacter,135104,0.0008650199514587978,1056142
64_LOW9,4,9,Low,Ramlibacter,144100,0.0008632327201541308,1056142
70_HOW9,4,9,High,Herbaspirillum,63127,0.0008632320568461191,1056154
118_HOW13,4,13,High,Pseudomonas,1171282,0.0008622290619484511,1056250
16_LOW5,4,5,Low,Methyloferula,14269,0.0008609086311628282,1056046
52_LOW8,4,8,Low,Comamonas,117145,0.0008601209041360039,1056118
88_LOW11,4,11,Low,Myxococcus,14221,0.0008588387984462052,1056190
22_HOW5,4,5,High,Nitrosospira,21813,0.0008564999821827641,1056058
112_LOW13,4,13,Low,Xanthomonas,33966,0.0008524973622637461,1056238
40_LOW7,4,7,Low,Dechloromonas,160477,0.0008484975334091036,1056094
40_LOW7,4,7,Low,Polaromonas,200446,0.0008464531956163556,1056094
100_LOW12,4,12,Low,Corallococcus,7984,0.0008456835352680746,1056214
124_LOW14,4,14,Low,Curvibacter,569357,0.000843057817773825,1056262
52_LOW8,4,8,Low,Dechloromonas,146093,0.0008422257712311609,1056118
88_LOW11,4,11,Low,Nitrosomonas,22651,0.0008422065738313383,1056190
70_HOW9,4,9,High,Streptococcus,406436,0.000841330323992775,1056154
130_HOW14,4,14,High,Flavobacterium,1579376,0.0008373100311048521,1056274
10_HOW4,4,4,High,Vibrio,64513,0.000836782237948306,1056034
82_HOW10,4,10,High,Nitrosospira,10385,0.0008367466508431532,1056178
124_LOW14,4,14,Low,Corallococcus,8382,0.0008348071549312012,1056262
88_LOW11,4,11,Low,Corallococcus,9610,0.0008341984656834394,1056190
4_LOW4,4,4,Low,Thiothrix,78836,0.0008306145922952684,1056022
16_LOW5,4,5,Low,Fluviicola,95912,0.0008265478042172944,1056046
28_LOW6,4,6,Low,Gallionella,63500,0.0008253775442716777,1056070
52_LOW8,4,8,Low,Bacillus,44086,0.0008216752315081798,1056118
28_LOW6,4,6,Low,Comamonas,118607,0.0008192103397067586,1056070
112_LOW13,4,13,Low,Variovorax,344924,0.0008156703290505109,1056238
64_LOW9,4,9,Low,Herbaspirillum,150104,0.0008126937904832714,1056142
100_LOW12,4,12,Low,Polaromonas,299472,0.0008118410807995347,1056214
46_HOW7,4,7,High,Phaeospirillum,15645,0.0008112997985368455,1056106
16_LOW5,4,5,Low,Vibrio,62010,0.0008110665525165592,1056046
52_LOW8,4,8,Low,Methyloversatilis,71317,0.0008097836270617358,1056118
22_HOW5,4,5,High,Fluviicola,304111,0.0008092157792573697,1056058
100_LOW12,4,12,Low,Escherichia,11646,0.000807954865932334,1056214
100_LOW12,4,12,Low,Leptospirillum,2720,0.0008067674113895782,1056214
4_LOW4,4,4,Low,Nitrosomonas,79681,0.0008064580157855626,1056022
16_LOW5,4,5,Low,Janthinobacterium,97871,0.0008056544076130502,1056046
58_HOW8,4,8,High,Nitrosomonas,43811,0.0008043421721207208,1056130
130_HOW14,4,14,High,Methylomonas,13607,0.0008017557983027994,1056274
58_HOW8,4,8,High,Janthinobacterium,247737,0.0008009169264538337,1056130
4_LOW4,4,4,Low,Streptomyces,109746,0.0007963223892779938,1056022
40_LOW7,4,7,Low,Methanococcoides,4990,0.000795734148472466,1056094
70_HOW9,4,9,High,Solirubrobacter,426558,0.0007952239915207465,1056154
52_LOW8,4,8,Low,Acinetobacter,81741,0.0007911957793347697,1056118
4_LOW4,4,4,Low,Vibrio,85283,0.0007853421272281274,1056022
52_LOW8,4,8,Low,Methylobacillus,74087,0.0007843840835838941,1056118
16_LOW5,4,5,Low,Chitinimonas,82058,0.0007814885512997077,1056046
46_HOW7,4,7,High,Xanthomonas,25274,0.0007807191347166422,1056106
100_LOW12,4,12,Low,Variovorax,322735,0.0007760555188973944,1056214
22_HOW5,4,5,High,Lamprocystis,12222,0.0007741686888903073,1056058
40_LOW7,4,7,Low,Thauera,116756,0.0007731490833335361,1056094
58_HOW8,4,8,High,Comamonas,205776,0.0007717432823255197,1056130
52_LOW8,4,8,Low,Nitrosococcus,23071,0.0007696061673786043,1056118
82_HOW10,4,10,High,Comamonas,121572,0.0007695807174045933,1056178
94_HOW11,4,11,High,Polynucleobacter,4673,0.0007689298426307071,1056202
118_HOW13,4,13,High,Burkholderia,115735,0.0007685298603813581,1056250
112_LOW13,4,13,Low,Myxococcus,12426,0.0007676982726280071,1056238
76_LOW10,4,10,Low,Methylocaldum,34357,0.0007675249948733888,1056166
16_LOW5,4,5,Low,Comamonas,75955,0.0007675176656185566,1056046
58_HOW8,4,8,High,Hahella,7070,0.0007641250635146848,1056130
100_LOW12,4,12,Low,Xanthomonas,52996,0.000762345816449214,1056214
82_HOW10,4,10,High,Thioalkalivibrio,17322,0.0007591635489983174,1056178
76_LOW10,4,10,Low,Methyloferula,8409,0.0007521076409633909,1056166
28_LOW6,4,6,Low,Janthinobacterium,122146,0.0007512568820007052,1056070
16_LOW5,4,5,Low,Azoarcus,91653,0.0007468759966842431,1056046
88_LOW11,4,11,Low,Azohydromonas,222912,0.0007449388602503199,1056190
124_LOW14,4,14,Low,Thauera,139452,0.000743359279547759,1056262
112_LOW13,4,13,Low,Vibrio,26006,0.0007430338516996694,1056238
100_LOW12,4,12,Low,Thauera,97173,0.0007400540561692987,1056214
82_HOW10,4,10,High,Bradyrhizobium,37372,0.0007372378897812985,1056178
130_HOW14,4,14,High,Comamonas,544542,0.0007339045085514209,1056274
112_LOW13,4,13,Low,Methylovorus,14586,0.0007335363536604666,1056238
22_HOW5,4,5,High,Colwellia,8600,0.0007320730216896457,1056058
10_HOW4,4,4,High,Janthinobacterium,88924,0.0007293174749226453,1056034
118_HOW13,4,13,High,Comamonas,282959,0.0007286932893801743,1056250
22_HOW5,4,5,High,Marinobacter,21370,0.0007282550425714462,1056058
64_LOW9,4,9,Low,Herminiimonas,151598,0.0007252187471826284,1056142
4_LOW4,4,4,Low,Bradyrhizobium,73891,0.0007250351495080927,1056022
40_LOW7,4,7,Low,Pelobacter,14216,0.0007228194338644555,1056094
94_HOW11,4,11,High,Azorhizobium,3247,0.0007208825978836515,1056202
40_LOW7,4,7,Low,Herminiimonas,136895,0.000719217505372471,1056094
16_LOW5,4,5,Low,Xanthomonas,91062,0.0007189342253219409,1056046
76_LOW10,4,10,Low,Chlorobium,12347,0.0007188170714586168,1056166
76_LOW10,4,10,Low,Limnohabitans,87466,0.0007147239686506528,1056166
88_LOW11,4,11,Low,Gemmata,6001,0.0007135840368097003,1056190
46_HOW7,4,7,High,Azospirillum,26928,0.0007113045029202144,1056106
58_HOW8,4,8,High,Nitrobacter,11059,0.0007106794199192918,1056130
124_LOW14,4,14,Low,Myxococcus,14784,0.000708248529301175,1056262
58_HOW8,4,8,High,Thauera,63111,0.0007073722861719525,1056130
58_HOW8,4,8,High,Variovorax,266439,0.0007013485782750132,1056130
76_LOW10,4,10,Low,Thioalkalivibrio,32838,0.0007008756374837077,1056166
4_LOW4,4,4,Low,Sideroxydans,64359,0.0006990203748053327,1056022
4_LOW4,4,4,Low,Chryseobacterium,80100,0.000695979686853062,1056022
124_LOW14,4,14,Low,Janthinobacterium,179241,0.0006957816687063735,1056262
4_LOW4,4,4,Low,Curvibacter,65240,0.000695641832636143,1056022
46_HOW7,4,7,High,Methylocaldum,23185,0.0006951454021515843,1056106
112_LOW13,4,13,Low,Beggiatoa,8595,0.000691863658182332,1056238
100_LOW12,4,12,Low,Methylovorus,31067,0.0006918541967747115,1056214
34_HOW6,4,6,High,Comamonas,114485,0.0006888699851605399,1056082
52_LOW8,4,8,Low,Pelobacter,10105,0.0006886739856605723,1056118
46_HOW7,4,7,High,Corallococcus,169293,0.0006858930138082557,1056106
106_HOW12,4,12,High,Streptomyces,20805,0.0006850474026236081,1056226
124_LOW14,4,14,Low,Nitrosospira,16189,0.0006835328873056501,1056262
88_LOW11,4,11,Low,Thauera,101313,0.0006813668017223839,1056190
64_LOW9,4,9,Low,Azovibrio,60502,0.000680438673937918,1056142
82_HOW10,4,10,High,Thauera,44876,0.0006779096354293651,1056178
4_LOW4,4,4,Low,Methylobacillus,51912,0.0006763841422717621,1056022
58_HOW8,4,8,High,Xanthomonas,57148,0.0006758954596124559,1056130
52_LOW8,4,8,Low,Methylophaga,39666,0.0006755124040402361,1056118
64_LOW9,4,9,Low,Methylocaldum,46837,0.0006753748519080282,1056142
76_LOW10,4,10,Low,Azospirillum,40517,0.0006744751243723397,1056166
28_LOW6,4,6,Low,Methylobacillus,53795,0.0006733673724956153,1056070
76_LOW10,4,10,Low,Aeromonas,12971,0.0006724285729683577,1056166
64_LOW9,4,9,Low,Nitrobacter,14924,0.0006706089017622498,1056142
10_HOW4,4,4,High,Thiothrix,31569,0.0006693396462600271,1056034
58_HOW8,4,8,High,Tolumonas,14182,0.0006692221361580035,1056130
28_LOW6,4,6,Low,Propionivibrio,51291,0.0006649160180918373,1056070
94_HOW11,4,11,High,Janthinobacterium,91353,0.0006641825009151805,1056202
58_HOW8,4,8,High,Pedobacter,316304,0.0006616629733069425,1056130
52_LOW8,4,8,Low,Ramlibacter,104460,0.0006599263205424695,1056118
76_LOW10,4,10,Low,Nitrosospira,21602,0.0006589895520822092,1056166
94_HOW11,4,11,High,Beggiatoa,7265,0.0006580515855221172,1056202
88_LOW11,4,11,Low,Xanthomonas,30426,0.0006568496706234318,1056190
4_LOW4,4,4,Low,Thioalkalivibrio,67059,0.0006567885976904624,1056022
70_HOW9,4,9,High,Haemophilus,327230,0.0006550920989915207,1056154
10_HOW4,4,4,High,Limnohabitans,44606,0.0006545874693717349,1056034
76_LOW10,4,10,Low,Janthinobacterium,136468,0.0006533274265311922,1056166
40_LOW7,4,7,Low,Leptospira,30246,0.0006530199006549182,1056094
16_LOW5,4,5,Low,Thiobacillus,86521,0.0006513453459455608,1056046
100_LOW12,4,12,Low,Janthinobacterium,155736,0.0006512648414950592,1056214
4_LOW4,4,4,Low,Janthinobacterium,64819,0.0006505382946774616,1056022
70_HOW9,4,9,High,Curvibacter,110891,0.0006503883711303999,1056154
10_HOW4,4,4,High,Glaciecola,23742,0.0006500649041943023,1056034
64_LOW9,4,9,Low,Methyloversatilis,83979,0.0006491621261062465,1056142
40_LOW7,4,7,Low,Aromatoleum,96578,0.0006483471285572086,1056094
76_LOW10,4,10,Low,Beggiatoa,12997,0.0006476653009801753,1056166
52_LOW8,4,8,Low,Sideroxydans,71677,0.0006468801913924872,1056118
